"variable name","field length"
"AM05M98","4"
"AM05F98","4"
"AM05U98","4"
"AS05M98","4"
"AS05F98","4"
"AS05U98","4"
"HI05M98","4"
"HI05F98","4"
"HI05U98","4"
"BL05M98","4"
"BL05F98","4"
"BL05U98","4"
"WH05M98","4"
"WH05F98","4"
"WH05U98","4"
"G0698","4"
"AM06M98","4"
"AM06F98","4"
"AM06U98","4"
"AS06M98","4"
"AS06F98","4"
"AS06U98","4"
"HI06M98","4"
"HI06F98","4"
"HI06U98","4"
"BL06M98","4"
"BL06F98","4"
"BL06U98","4"
"WH06M98","4"
"WH06F98","4"
"WH06U98","4"
"G0798","4"
"AM07M98","4"
"AM07F98","4"
"AM07U98","4"
"AS07M98","4"
"AS07F98","4"
"AS07U98","4"
"HI07M98","4"
"HI07F98","4"
"HI07U98","4"
"BL07M98","4"
"BL07F98","4"
"BL07U98","4"
"WH07M98","4"
"WH07F98","4"
"WH07U98","4"
"G0898","4"
"AM08M98","4"
"AM08F98","4"
"AM08U98","4"
"AS08M98","4"
"AS08F98","4"
"AS08U98","4"
"HI08M98","4"
"HI08F98","4"
"HI08U98","4"
"BL08M98","4"
"BL08F98","4"
"BL08U98","4"
"WH08M98","4"
"WH08F98","4"
"WH08U98","4"
"G0998","4"
"AM09M98","4"
"AM09F98","4"
"AM09U98","4"
"AS09M98","4"
"AS09F98","4"
"AS09U98","4"
"HI09M98","4"
"HI09F98","4"
"HI09U98","4"
"BL09M98","4"
"BL09F98","4"
"BL09U98","4"
"WH09M98","4"
"WH09F98","4"
"WH09U98","4"
"G1098","4"
"AM10M98","4"
"AM10F98","4"
"AM10U98","4"
"AS10M98","4"
"AS10F98","4"
"AS10U98","4"
"HI10M98","4"
"HI10F98","4"
"HI10U98","4"
"BL10M98","4"
"BL10F98","4"
"BL10U98","4"
"WH10M98","4"
"WH10F98","4"
"WH10U98","4"
"G1198","4"
"AM11M98","4"
"AM11F98","4"
"AM11U98","4"
"AS11M98","4"
"AS11F98","4"
"AS11U98","4"
"HI11M98","4"
"HI11F98","4"
"HI11U98","4"
"BL11M98","4"
"BL11F98","4"
"BL11U98","4"
"WH11M98","4"
"WH11F98","4"
"WH11U98","4"
"G1298","4"
"AM12M98","4"
"AM12F98","4"
"AM12U98","4"
"AS12M98","4"
"AS12F98","4"
"AS12U98","4"
"HI12M98","4"
"HI12F98","4"
"HI12U98","4"
"BL12M98","4"
"BL12F98","4"
"BL12U98","4"
"WH12M98","4"
"WH12F98","4"
"WH12U98","4"
"UG98","4"
"AMUGM98","4"
"AMUGF98","4"
"AMUGU98","4"
"ASUGM98","4"
"ASUGF98","4"
"ASUGU98","4"
"HIUGM98","4"
"HIUGF98","4"
"HIUGU98","4"
"BLUGM98","4"
"BLUGF98","4"
"BLUGU98","4"
"WHUGM98","4"
"WHUGF98","4"
"WHUGU98","4"
"MEMBER98","4"
"AM98","4"
"AMALM98","4"
"AMALF98","4"
"AMALU98","4"
"ASIAN98","4"
"ASALM98","4"
"ASALF98","4"
"ASALU98","4"
"HISP98","4"
"HIALM98","4"
"HIALF98","4"
"HIALU98","4"
"BLACK98","4"
"BLALM98","4"
"BLALF98","4"
"BLALU98","4"
"WHITE98","4"
"WHALM98","4"
"WHALF98","4"
"WHALU98","4"
"TOTETH98","4"
"PUPTCH98","5*"
"TOTGRD98","4"
"ILOCAL98","1"
"IFTE98","1"
"ITITL198","1"
"ISTITL98","1"
"IMAGNE98","1"
"ICHART98","1"
"IFRELC98","1"
"IREDLC98","1"
"ITOTFR98","1"
"IMIGRN98","1"
"IPK98","1"
"IAMPKM98","1"
"IAMPKF98","1"
"IAMPKU98","1"
"IASPKM98","1"
"IASPKF98","1"
"IASPKU98","1"
"IHIPKM98","1"
"IHIPKF98","1"
"IHIPKU98","1"
"IBLPKM98","1"
"IBLPKF98","1"
"IBLPKU98","1"
"IWHPKM98","1"
"IWHPKF98","1"
"IWHPKU98","1"
"IKG98","1"
"IAMKGM98","1"
"IAMKGF98","1"
"IAMKGU98","1"
"IASKGM98","1"
"IASKGF98","1"
"IASKGU98","1"
"IHIKGM98","1"
"IHIKGF98","1"
"IHIKGU98","1"
"IBLKGM98","1"
"IBLKGF98","1"
"IBLKGU98","1"
"IWHKGM98","1"
"IWHKGF98","1"
"IWHKGU98","1"
"IG0198","1"
"IAM01M98","1"
"IAM01F98","1"
"IAM01U98","1"
"IAS01M98","1"
"IAS01F98","1"
"IAS01U98","1"
"IHI01M98","1"
"IHI01F98","1"
"IHI01U98","1"
"IBL01M98","1"
"IBL01F98","1"
"IBL01U98","1"
"IWH01M98","1"
"IWH01F98","1"
"IWH01U98","1"
"IG0298","1"
"IAM02M98","1"
"IAM02F98","1"
"IAM02U98","1"
"IAS02M98","1"
"IAS02F98","1"
"IAS02U98","1"
"IHI02M98","1"
"IHI02F98","1"
"IHI02U98","1"
"IBL02M98","1"
"IBL02F98","1"
"IBL02U98","1"
"IWH02M98","1"
"IWH02F98","1"
"IWH02U98","1"
"IG0398","1"
"IAM03M98","1"
"IAM03F98","1"
"IAM03U98","1"
"IAS03M98","1"
"IAS03F98","1"
"IAS03U98","1"
"IHI03M98","1"
"IHI03F98","1"
"IHI03U98","1"
"IBL03M98","1"
"IBL03F98","1"
"IBL03U98","1"
"IWH03M98","1"
"IWH03F98","1"
"IWH03U98","1"
"IG0498","1"
"IAM04M98","1"
"IAM04F98","1"
"IAM04U98","1"
"IAS04M98","1"
"IAS04F98","1"
"IAS04U98","1"
"IHI04M98","1"
"IHI04F98","1"
"IHI04U98","1"
"IBL04M98","1"
"IBL04F98","1"
"IBL04U98","1"
"IWH04M98","1"
"IWH04F98","1"
"IWH04U98","1"
"IG0598","1"
"IAM05M98","1"
"IAM05F98","1"
"IAM05U98","1"
"IAS05M98","1"
"IAS05F98","1"
"IAS05U98","1"
"IHI05M98","1"
"IHI05F98","1"
"IHI05U98","1"
"IBL05M98","1"
"IBL05F98","1"
"IBL05U98","1"
"IWH05M98","1"
"IWH05F98","1"
"IWH05U98","1"
"IG0698","1"
"IAM06M98","1"
"IAM06F98","1"
"IAM06U98","1"
"IAS06M98","1"
"IAS06F98","1"
"IAS06U98","1"
"IHI06M98","1"
"IHI06F98","1"
"IHI06U98","1"
"IBL06M98","1"
"IBL06F98","1"
"IBL06U98","1"
"IWH06M98","1"
"IWH06F98","1"
"IWH06U98","1"
"IG0798","1"
"IAM07M98","1"
"IAM07F98","1"
"IAM07U98","1"
"IAS07M98","1"
"IAS07F98","1"
"IAS07U98","1"
"IHI07M98","1"
"IHI07F98","1"
"IHI07U98","1"
"IBL07M98","1"
"IBL07F98","1"
"IBL07U98","1"
"IWH07M98","1"
"IWH07F98","1"
"IWH07U98","1"
"IG0898","1"
"IAM08M98","1"
"IAM08F98","1"
"IAM08U98","1"
"IAS08M98","1"
"IAS08F98","1"
"IAS08U98","1"
"IHI08M98","1"
"IHI08F98","1"
"IHI08U98","1"
"IBL08M98","1"
"IBL08F98","1"
"IBL08U98","1"
"IWH08M98","1"
"IWH08F98","1"
"IWH08U98","1"
"IG0998","1"
"IAM09M98","1"
"IAM09F98","1"
"IAM09U98","1"
"IAS09M98","1"
"IAS09F98","1"
"IAS09U98","1"
"IHI09M98","1"
"IHI09F98","1"
"IHI09U98","1"
"IBL09M98","1"
"IBL09F98","1"
"IBL09U98","1"
"IWH09M98","1"
"IWH09F98","1"
"IWH09U98","1"
"IG1098","1"
"IAM10M98","1"
"IAM10F98","1"
"IAM10U98","1"
"IAS10M98","1"
"IAS10F98","1"
"IAS10U98","1"
"IHI10M98","1"
"IHI10F98","1"
"IHI10U98","1"
"IBL10M98","1"
"IBL10F98","1"
"IBL10U98","1"
"IWH10M98","1"
"IWH10F98","1"
"IWH10U98","1"
"IG1198","1"
"IAM11M98","1"
"IAM11F98","1"
"IAM11U98","1"
"IAS11M98","1"
"IAS11F98","1"
"IAS11U98","1"
"IHI11M98","1"
"IHI11F98","1"
"IHI11U98","1"
"IBL11M98","1"
"IBL11F98","1"
"IBL11U98","1"
"IWH11M98","1"
"IWH11F98","1"
"IWH11U98","1"
"IG1298","1"
"IAM12M98","1"
"IAM12F98","1"
"IAM12U98","1"
"IAS12M98","1"
"IAS12F98","1"
"IAS12U98","1"
"IHI12M98","1"
"IHI12F98","1"
"IHI12U98","1"
"IBL12M98","1"
"IBL12F98","1"
"IBL12U98","1"
"IWH12M98","1"
"IWH12F98","1"
"IWH12U98","1"
"IUG98","1"
"IAMUGM98","1"
"IAMUGF98","1"
"IAMUGU98","1"
"IASUGM98","1"
"IASUGF98","1"
"IASUGU98","1"
"IHIUGM98","1"
"IHIUGF98","1"
"IHIUGU98","1"
"IBLUGM98","1"
"IBLUGF98","1"
"IBLUGU98","1"
"IWHUGM98","1"
"IWHUGF98","1"
"IWHUGU98","1"
"IMEMB98","1"
"IAM98","1"
"IAMALM98","1"
"IAMALF98","1"
"IAMALU98","1"
"IASIAN98","1"
"IASALM98","1"
"IASALF98","1"
"IASALU98","1"
"IHISP98","1"
"IHIALM98","1"
"IHIALF98","1"
"IHIALU98","1"
"IBLACK98","1"
"IBLALM98","1"
"IBLALF98","1"
"IBLALU98","1"
"IWHITE98","1"
"IWHALM98","1"
"IWHALF98","1"
"IWHALU98","1"
"IETH98","1"
"IPUTCH98","1"
"ITOTGR98","1"
