"variable name","field length"
"IHI04U06","1"
"IBL04M06","1"
"IBL04F06","1"
"IBL04U06","1"
"IWH04M06","1"
"IWH04F06","1"
"IWH04U06","1"
"IG0506   ","1"
"IAM05M06","1"
"IAM05F06","1"
"IAM05U06","1"
"IAS05M06","1"
"IAS05F06","1"
"IAS05U06","1"
"IHI05M06","1"
"IHI05F06","1"
"IHI05U06","1"
"IBL05M06","1"
"IBL05F06","1"
"IBL05U06","1"
"IWH05M06","1"
"IWH05F06","1"
"IWH05U06","1"
"IG0606   ","1"
"IAM06M06","1"
"IAM06F06","1"
"IAM06U06","1"
"IAS06M06","1"
"IAS06F06","1"
"IAS06U06","1"
"IHI06M06","1"
"IHI06F06","1"
"IHI06U06","1"
"IBL06M06","1"
"IBL06F06","1"
"IBL06U06","1"
"IWH06M06","1"
"IWH06F06","1"
"IWH06U06","1"
"IG0706   ","1"
"IAM07M06","1"
"IAM07F06","1"
"IAM07U06","1"
"IAS07M06","1"
"IAS07F06","1"
"IAS07U06","1"
"IHI07M06","1"
"IHI07F06","1"
"IHI07U06","1"
"IBL07M06","1"
"IBL07F06","1"
"IBL07U06","1"
"IWH07M06","1"
"IWH07F06","1"
"IG0806  ","1"
"IAM08M06","1"
"IAM08F06","1"
"IAM08U06","1"
"IAS08M06","1"
"IAS08F06","1"
"IAS08U06","1"
"IHI08M06","1"
"IHI08F06","1"
"IHI08U06","1"
"IBL08M06","1"
"IBL08F06","1"
"IBL08U06","1"
"IWH08M06","1"
"IWH08F06","1"
"IWH08U06","1"
"IG0906   ","1"
"IAM09M06","1"
"IAM09F06","1"
"IAM09U06","1"
"IAS09M06","1"
"IAS09F06","1"
"IAS09U06","1"
"IHI09M06","1"
"IHI09F06","1"
"IHI09U06","1"
"IBL09M06","1"
"IBL09F06","1"
"IBL09U06","1"
"IWH09M06","1"
"IWH09F06","1"
"IWH09U06","1"
"IG1006  ","1"
"IAM10M06","1"
"IAM10F06","1"
"IAM10U06","1"
"IAS10M06","1"
"IAS10F06","1"
"IAS10U06","1"
"IHI10M06","1"
"IHI10F06","1"
"IHI10U06","1"
"IBL10M06","1"
"IBL10F06","1"
"IBL10U06","1"
"IWH10M06","1"
"IWH10F06","1"
"IWH10U06","1"
"IG1106   ","1"
"IAM11M06","1"
"IAM11F06","1"
"IAM11U06","1"
"IAS11M06","1"
"IAS11F06","1"
"IHI11M06","1"
"IHI11F06","1"
"IHI11U06","1"
"IBL11M06","1"
"IBL11F06","1"
"IBL11U06","1"
"IWH11M06","1"
"IWH11F06","1"
"IWH11U06","1"
"IG1206   ","1"
"IAM12M06","1"
"IAM12F06","1"
"IAM12U06","1"
"IAS12M06","1"
"IAS12F06","1"
"IAS12U06","1"
"IHI12F06","1"
"IHI12U06","1"
"IBL12M06","1"
"IBL12F06","1"
"IBL12U06","1"
"IWH12M06","1"
"IWH12F06","1"
"IWH12U06","1"
"IUG06    ","1"
"IAMUGM06","1"
"IAMUGF06","1"
"IAMUGU06","1"
"IASUGM06","1"
"IASUGF06","1"
"IASUGU06","1"
"IHIUGM06","1"
"IHIUGF06","1"
"IHIUGU06","1"
"IBLUGM06","1"
"IBLUGF06","1"
"IBLUGU06","1"
"IWHUGM06","1"
"IWHUGF06","1"
"IWHUGU06","1"
"IMEMB06  ","1"
"IAM06   ","1"
"IAMALM06","1"
"IAMALF06","1"
"IAMALU06","1"
"IASIAN06","1"
"IASALM06","1"
"IASALF06","1"
"IASALU06","1"
"IHISP06 ","1"
"IHIALM06","1"
"IHIALU06","1"
"IBLACK06","1"
"IBLALM06","1"
"IBLALF06","1"
"IBLALU06","1"
"IWHITE06","1"
"IWHALM06","1"
"IWHALF06","1"
"IWHALU06","1"
"IETH06  ","1"
"IPUTCH06","1"
"ITOTGR06","1"
